,C. sp X1,C. sp X2,C. sp X3,C. sp X4,C. sp X5,C. sp X6,C. sp X7,C. sp X8,C. sp X9,descriptions
PF06884,1,1,1,1,1,1,1,1,1,Protein of unknown function (DUF1264)
PF06888,1,1,0,0,1,0,1,1,1,Putative Phosphatase
PF06897,0,0,2,0,6,0,0,0,1,Protein of unknown function (DUF1269)
PF06904,0,0,1,0,1,0,2,2,0,Extensin-like protein C-terminus
PF06906,0,0,0,0,1,0,0,0,0,Protein of unknown function (DUF1272)
PF06908,0,1,0,0,0,0,0,0,0,YspA SLOG family
PF06911,1,1,1,1,1,1,1,1,1,Senescence-associated protein
PF06912,4,5,3,3,6,3,3,5,3,Protein of unknown function (DUF1275)
PF06916,1,1,1,1,1,1,1,1,1,Protein of unknown function (DUF1279)
PF06920,1,1,1,1,1,1,1,1,1,Dock homology region 2
PF06930,0,0,1,0,1,0,0,0,0,Protein of unknown function (DUF1282)
PF06938,0,0,0,0,7,0,1,3,0,Protein of unknown function (DUF1285)
PF06941,0,1,0,0,0,0,0,0,0,"5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)"
PF06945,0,0,0,0,1,0,0,0,0,Protein of unknown function (DUF1289)
PF06947,0,1,0,0,0,0,0,0,1,Protein of unknown function (DUF1290)
PF06953,0,1,0,0,0,0,0,0,0,Arsenical resistance operon trans-acting repressor ArsD
PF06956,0,0,0,0,1,0,0,0,0,Regulator of RNA terminal phosphate cyclase
PF06957,1,1,1,1,1,1,1,1,1,Coatomer (COPI) alpha subunit C-terminus
PF06961,0,0,0,0,0,0,1,0,0,Protein of unknown function (DUF1294)
PF06963,1,1,1,1,1,1,1,1,1,Ferroportin1 (FPN1)
PF06964,0,1,2,0,2,0,0,0,2,Alpha-L-arabinofuranosidase C-terminal domain
PF06965,0,7,7,0,8,0,1,3,2,Na+/H+ antiporter 1
PF06966,3,3,3,3,3,3,3,4,4,Protein of unknown function (DUF1295)
PF06967,0,0,0,0,0,0,0,0,1,Mo-dependent nitrogenase C-terminus
PF06968,0,1,1,0,1,0,1,3,1,Biotin and Thiamin Synthesis associated domain
PF06969,0,0,1,0,5,0,1,2,1,HemN C-terminal domain
PF06971,0,4,3,0,0,0,0,0,2,Putative DNA-binding protein N-terminus
PF06974,0,2,3,0,0,0,0,0,0,Protein of unknown function (DUF1298)
PF06978,1,1,1,1,1,1,1,1,1,Ribonucleases P/MRP protein subunit POP1
PF06983,0,6,3,0,5,0,0,0,1,3-demethylubiquinone-9 3-methyltransferase
PF06984,1,1,1,1,1,1,1,1,1,Mitochondrial 39-S ribosomal protein L47 (MRP-L47)
PF06985,37,52,41,32,38,21,34,49,43,Heterokaryon incompatibility protein (HET)
PF06986,0,0,2,0,1,0,1,0,0,Type-1V conjugative transfer system mating pair stabilisation
PF06991,1,1,1,1,1,1,1,1,1,Microfibril-associated/Pre-mRNA processing
PF06996,0,0,0,0,2,0,0,0,0,"Type VI secretion, TssG"
PF06999,2,2,2,2,2,2,2,2,2,Sucrase/ferredoxin-like
PF07000,1,1,1,1,1,1,1,1,1,Protein of unknown function (DUF1308)
PF07005,0,3,4,0,11,0,0,2,3,Sugar-binding N-terminal domain
PF07007,0,0,0,0,2,0,0,1,0,Lysozyme inhibitor LprI
PF07012,0,0,0,0,1,0,0,1,0,Curlin associated repeat
PF07015,0,1,4,1,14,0,2,4,0,VirC1 protein
PF07019,1,1,1,1,1,1,1,1,1,Rab5-interacting protein (Rab5ip)
PF07021,2,8,6,2,7,1,3,2,2,Methionine biosynthesis protein MetW
PF07024,0,0,0,0,3,0,0,0,0,ImpE protein
PF07027,0,0,2,0,1,0,1,2,0,Protein of unknown function (DUF1318)
PF07034,0,1,1,0,1,1,1,0,1,Origin recognition complex (ORC) subunit 3 N-terminus
PF07039,1,1,1,1,1,1,1,1,1,SGF29 tudor-like domain
PF07045,0,1,2,0,7,0,2,2,0,Domain of unknown function (DUF1330)
PF07047,1,1,1,1,1,1,1,1,1,Optic atrophy 3 protein (OPA3)
PF07052,1,0,1,1,1,1,1,1,1,Hepatocellular carcinoma-associated antigen 59
PF07061,1,1,1,1,1,1,1,1,1,Swi5
PF07063,0,0,2,0,2,0,0,0,2,Domain of unknown function (DUF1338)
PF07064,1,1,1,1,1,1,1,1,1,RIC1
PF07065,1,1,1,1,1,1,1,1,2,D123
PF07070,0,0,1,0,1,0,0,0,0,SpoOM protein
PF07075,0,1,1,0,1,0,0,2,0,Protein of unknown function (DUF1343)
PF07077,0,0,1,0,3,0,0,0,0,Protein of unknown function (DUF1345)
PF07080,1,0,3,1,5,1,1,1,2,Protein of unknown function (DUF1348)
PF07081,1,6,4,1,2,1,1,1,2,Protein of unknown function (DUF1349)
PF07085,0,3,3,0,0,0,0,0,3,DRTGG domain
PF07087,0,1,0,0,1,0,1,0,0,Protein of unknown function (DUF1353)
PF07090,0,1,1,0,1,0,0,0,1,Putative glutamine amidotransferase
PF07093,1,1,1,1,1,1,1,1,1,SGT1 protein
PF07098,0,2,4,0,0,0,0,0,2,Protein of unknown function (DUF1360)
PF07103,1,1,1,1,1,1,1,1,1,Protein of unknown function (DUF1365)
PF07109,0,0,1,0,4,0,0,0,0,Magnesium-protoporphyrin IX methyltransferase C-terminus
PF07110,1,6,7,2,7,1,3,3,7,EthD domain
PF07120,0,0,0,0,1,0,0,0,0,Protein of unknown function (DUF1376)
PF07136,0,1,3,0,0,0,0,0,0,Protein of unknown function (DUF1385)
PF07143,0,0,1,0,1,0,1,2,1,CrtC N-terminal lipocalin domain
PF07155,0,1,0,0,0,0,0,0,0,"ECF-type riboflavin transporter, S component"
PF07156,2,1,1,1,1,2,2,1,1,Prenylcysteine lyase
PF07158,0,1,1,0,2,0,0,1,1,Dicarboxylate carrier protein MatC N-terminus
PF07167,0,0,3,0,10,0,2,2,0,Poly-beta-hydroxybutyrate polymerase (PhaC) N-terminus
PF07171,0,0,1,0,7,0,0,2,2,MlrC C-terminus
PF07173,0,1,1,1,0,0,1,1,1,Glycine-rich domain-containing protein-like 
PF07176,0,0,0,0,2,0,0,0,2,Alpha/beta hydrolase of unknown function (DUF1400)
PF07178,0,0,1,0,1,0,1,0,0,TraL protein
PF07179,0,2,1,0,0,0,0,0,1,SseB protein N-terminal domain
PF07189,1,1,1,1,1,1,1,1,1,Splicing factor 3B subunit 10 (SF3b10)
PF07194,0,1,0,0,0,0,0,0,0,P2 response regulator binding domain
PF07195,0,1,1,0,0,0,1,0,2,Flagellar hook-associated protein 2 C-terminus
PF07200,1,1,0,1,1,1,1,1,1,Modifier of rudimentary (Mod(r)) protein
PF07217,2,2,2,2,2,2,2,2,2,Heterokaryon incompatibility protein Het-C
PF07219,0,0,0,0,4,0,0,0,0,HemY protein N-terminus
PF07221,0,0,2,0,1,0,0,0,2,N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase)
PF07228,0,15,20,1,5,2,1,1,18,Stage II sporulation protein E (SpoIIE)
PF07237,0,0,1,0,2,0,0,1,0,Protein of unknown function (DUF1428)
PF07238,0,1,7,0,11,0,0,14,2,PilZ domain
PF07244,0,0,1,0,9,0,1,3,1,Surface antigen variable number repeat
PF07247,0,0,0,1,0,0,0,0,0,Alcohol acetyltransferase
PF07250,3,3,3,3,3,3,3,3,3,Glyoxal oxidase N-terminus
PF07261,0,0,1,0,0,0,0,0,0,Replication initiation and membrane attachment
PF07262,0,0,0,0,2,0,0,0,0,CDI immunity protein
PF07264,3,4,3,3,7,3,3,4,3,Etoposide-induced protein 2.4 (EI24)
PF07274,0,0,0,0,2,0,0,0,0,Protein of unknown function (DUF1440)
PF07277,0,0,2,0,2,0,2,4,0,SapC
PF07281,1,1,1,1,1,1,1,1,1,Insulin-induced protein (INSIG)
PF07282,0,0,0,0,2,0,0,1,1,Putative transposase DNA-binding domain
PF07284,0,0,1,0,4,0,0,0,0,2-vinyl bacteriochlorophyllide hydratase (BCHF)
PF07286,0,1,0,0,2,0,0,0,0,Protein of unknown function (DUF1445)
PF07287,0,1,1,0,6,0,1,5,0,Acyclic terpene utilisation family protein AtuA
PF07290,0,0,2,0,2,0,0,1,0,Protein of unknown function (DUF1449)
PF07291,0,1,0,0,2,0,0,0,0,Methylamine utilisation protein MauE
PF07297,1,1,1,1,1,1,1,1,1,Dolichol phosphate-mannose biosynthesis regulatory protein (DPM2)
PF07298,0,1,0,0,5,0,0,1,0,NnrU protein
PF07304,1,0,1,1,1,1,1,1,1,Steroid receptor RNA activator (SRA1)
PF07309,0,0,2,0,7,0,0,3,0,Flagellar protein FlaF
PF07310,0,0,0,0,1,0,0,0,0,PAS domain
PF07311,0,0,2,0,3,0,0,0,0,Dodecin
PF07314,0,2,0,0,0,0,0,0,0,Protein of unknown function (DUF1461)
PF07323,0,0,1,0,1,0,0,1,0,Protein of unknown function (DUF1465)
PF07330,0,0,2,0,3,0,2,1,0,Protein of unknown function (DUF1467)
PF07331,0,4,4,0,16,0,1,4,1,Tripartite tricarboxylate transporter TctB family
PF07332,0,9,6,0,4,0,0,1,4,"Putative Actinobacterial Holin-X, holin superfamily III"
PF07336,0,9,3,0,2,0,0,0,2,Putative stress-induced transcription regulator
PF07345,0,0,1,0,3,0,1,2,0,ATPase inhibitor subunit zeta
PF07362,0,0,0,0,1,0,1,1,0,Post-segregation antitoxin CcdA
PF07364,0,0,1,0,7,0,0,1,2,Metallopeptidase family M81
PF07366,1,8,23,1,27,0,5,12,11,SnoaL-like polyketide cyclase
PF07368,0,1,0,0,0,0,0,0,0,Protein of unknown function (DUF1487)
PF07369,0,0,0,0,3,0,1,1,0,Protein of unknown function (DUF1488)
PF07370,0,0,1,0,7,0,1,2,0,Protein of unknown function (DUF1489)
PF07372,0,0,1,0,3,0,1,1,0,Protein of unknown function (DUF1491)
PF07377,0,0,0,0,1,0,0,1,0,Protein of unknown function (DUF1493)
PF07378,0,0,1,0,10,0,0,3,0,Flagellar protein FlbT
PF07385,0,0,0,0,1,0,0,0,0,D-lyxose isomerase
PF07386,0,0,2,0,3,0,0,3,0,Protein of unknown function (DUF1499)
PF07393,2,2,2,2,2,2,2,2,2,Exocyst complex component Sec10
PF07394,0,0,1,0,1,0,0,1,1,Protein of unknown function (DUF1501)
PF07396,0,0,4,0,9,0,0,4,0,Phosphate-selective porin O and P
PF07398,0,2,0,0,0,0,0,0,0,MDMPI C-terminal domain
PF07411,0,1,0,0,0,0,0,0,0,Domain of unknown function (DUF1508)
PF07444,0,0,0,0,1,0,0,0,2,Ycf66 protein N-terminus
PF07452,1,3,4,1,7,1,2,4,1,CHRD domain
PF07464,0,0,0,0,0,0,0,0,1,Apolipophorin-III precursor (apoLp-III)
PF07466,0,0,0,0,1,0,0,0,2,Protein of unknown function (DUF1517)
PF07470,0,0,0,0,1,0,0,0,0,Glycosyl Hydrolase Family 88
PF07471,0,0,0,0,1,0,0,0,0,Phage DNA packaging protein Nu1
PF07477,0,0,0,0,1,0,0,0,0,Glycosyl hydrolase family 67 C-terminus
PF07478,4,18,22,4,29,4,7,19,12,D-ala D-ala ligase C-terminus
PF07479,1,4,7,1,6,1,2,2,4,NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus
PF07485,0,0,0,0,2,0,0,0,0,Domain of Unknown Function (DUF1259)
PF07486,0,0,3,0,7,0,4,9,0,Cell Wall Hydrolase
PF07488,0,0,0,0,1,0,0,0,0,Glycosyl hydrolase family 67 middle domain
PF07491,0,0,1,1,0,1,1,1,1,Protein phosphatase inhibitor  
PF07492,1,1,1,1,1,1,1,1,0,Neutral trehalase Ca2+ binding domain
PF07497,0,3,4,0,5,0,1,3,1,"Rho termination factor, RNA-binding domain"
PF07498,0,3,4,0,5,0,1,3,3,"Rho termination factor, N-terminal domain"
PF07499,0,0,2,0,4,0,1,3,3,"RuvA, C-terminal domain"
PF07500,2,2,2,2,2,2,2,2,2,"Transcription factor S-II (TFIIS), central domain"
PF07501,0,2,1,0,0,0,0,0,2,G5 domain
PF07505,0,0,0,0,4,0,0,0,0,Protein of unknown function (DUF5131)
PF07506,0,0,1,0,2,0,0,0,0,RepB plasmid partitioning protein
PF07508,0,5,7,1,24,0,4,2,5,Recombinase
PF07509,0,0,0,0,2,0,0,0,0,Protein of unknown function (DUF1523)
PF07510,1,5,5,1,3,0,1,1,5,Protein of unknown function (DUF1524)
PF07516,0,4,4,0,6,0,1,3,3,SecA Wing and Scaffold domain
PF07517,0,4,4,0,6,0,1,3,3,SecA DEAD-like domain
PF07519,0,0,3,0,0,0,0,0,1,Tannase and feruloyl esterase
PF07520,0,0,0,0,2,0,0,0,0,Virulence factor SrfB
PF07521,2,7,8,2,8,2,4,5,5,Zn-dependent metallo-hydrolase RNA specificity domain
PF07522,1,1,1,1,1,1,1,1,1,DNA repair metallo-beta-lactamase
PF07524,3,3,3,3,3,3,3,3,3,Bromodomain associated
PF07529,2,2,2,2,2,3,2,2,2,HSA
PF07534,1,1,1,2,1,1,1,1,1,TLD
PF07535,1,1,1,1,1,1,1,1,1,DBF zinc finger
PF07536,0,2,16,0,78,0,2,12,2,HWE histidine kinase
PF07539,1,1,1,1,1,1,1,1,1,Down-regulated in metastasis
PF07540,1,1,1,1,1,1,1,1,1,Nucleolar complex-associated protein
PF07541,1,1,1,1,1,1,1,1,1,Eukaryotic translation initiation factor 2 alpha subunit
PF07542,1,1,3,1,6,1,1,3,1,ATP12 chaperone protein
PF07544,0,1,1,1,0,0,1,1,0,RNA polymerase II transcription mediator complex subunit 9
PF07549,0,3,5,0,6,0,1,2,2,SecD/SecF GG Motif
PF07553,0,0,1,0,0,0,0,0,0,Host cell surface-exposed lipoprotein
PF07557,1,1,1,1,1,1,1,1,1,Shugoshin C terminus
PF07558,1,0,0,1,1,1,1,0,1,Shugoshin N-terminal coiled-coil region
PF07559,0,0,1,0,6,0,1,3,0,Flagellar basal body protein FlaE
PF07561,0,0,1,0,0,0,0,0,1,Domain of Unknown Function (DUF1540)
PF07568,0,2,8,0,70,0,4,9,3,Histidine kinase
PF07569,1,1,1,1,1,1,1,1,1,TUP1-like enhancer of split
PF07571,1,1,1,1,1,1,1,1,1,TAF6 C-terminal HEAT repeat domain
PF07572,1,1,1,1,1,1,1,1,1,Bucentaur or craniofacial development
PF07574,1,1,1,1,1,1,1,1,1,Nse1 non-SMC component of SMC5-6 complex
PF07575,1,1,1,1,1,1,1,1,1,Nup85 Nucleoporin
PF07576,1,1,1,1,0,1,1,1,1,BRCA1-associated protein 2
PF07582,0,3,4,0,2,0,0,1,2,AP endonuclease family 2 C terminus
PF07584,0,2,3,0,7,0,0,1,0,Aerotolerance regulator N-terminal
PF07589,0,0,11,0,58,0,14,20,10,PEP-CTERM motif
PF07591,0,0,0,0,1,0,0,0,0,Pretoxin HINT domain
PF07602,0,0,0,0,3,0,0,0,2,Protein of unknown function (DUF1565)
PF07632,0,0,0,0,3,0,0,0,0,Protein of unknown function (DUF1593)
PF07638,0,8,7,0,3,0,0,0,2,ECF sigma factor
PF07642,0,0,0,0,2,0,0,0,0,"Putative beta-barrel porin-2, OmpL-like. bbp2"
PF07646,3,5,3,3,3,3,3,3,3,Kelch motif
PF07647,8,8,8,8,9,7,8,8,8,SAM domain (Sterile alpha motif)
PF07650,1,10,12,1,15,1,4,7,5,KH domain
PF07651,2,2,2,2,2,2,2,2,2,ANTH domain
PF07653,16,17,16,18,17,16,17,16,16,Variant SH3 domain
PF07662,1,1,3,1,5,1,2,5,1,Na+ dependent nucleoside transporter C-terminus
PF07664,0,0,1,0,1,0,1,2,0,Ferrous iron transport protein B C terminus
PF07669,0,0,1,0,1,0,0,1,1,Eco57I restriction-modification methylase
PF07670,0,0,1,0,1,0,1,2,0,Nucleoside recognition
PF07676,0,2,13,0,14,0,3,11,9,WD40-like Beta Propeller Repeat
PF07681,0,5,9,0,9,0,1,2,4,DoxX
PF07683,0,0,6,0,16,0,0,4,3,Cobalamin synthesis protein cobW C-terminal domain
PF07685,1,5,5,1,9,1,2,3,3,CobB/CobQ-like glutamine amidotransferase domain
PF07687,5,27,41,4,59,4,11,26,14,Peptidase dimerisation domain
PF07689,0,0,0,0,2,0,0,1,0,KaiB domain
PF07690,137,245,286,132,324,113,151,190,213,Major Facilitator Superfamily
PF07691,0,3,0,0,2,0,0,0,0,PA14 domain
PF07694,0,0,0,0,3,0,0,0,0,5TMR of 5TMR-LYT
PF07695,0,0,0,0,0,0,2,0,0,7TM diverse intracellular signalling
PF07698,0,0,1,0,0,0,0,0,0,7TM receptor with intracellular HD hydrolase
PF07700,0,0,0,0,2,0,0,1,0,Haem-NO-binding
PF07702,0,7,5,0,6,0,1,3,6,UTRA domain
PF07703,0,0,0,0,3,0,0,0,0,Alpha-2-macroglobulin bait region domain
PF07704,0,2,1,0,4,0,0,1,1,Rv0623-like transcription factor
PF07705,0,1,0,0,0,0,0,0,0,CARDB
PF07713,1,1,1,1,1,1,1,1,1,Protein of unknown function (DUF1604)
PF07714,105,137,125,108,117,106,102,109,125,Protein tyrosine kinase
PF07715,0,0,40,0,96,0,55,83,1,TonB-dependent Receptor Plug Domain
PF07716,5,6,6,7,7,7,4,5,8,Basic region leucine zipper
PF07717,9,13,11,9,9,9,9,9,12,Oligonucleotide/oligosaccharide-binding (OB)-fold
PF07718,1,1,1,1,1,1,1,1,1,Coatomer beta C-terminal region
PF07719,8,8,11,8,27,9,10,8,25,Tetratricopeptide repeat
PF07720,0,0,0,1,0,0,0,0,0,Tetratricopeptide repeat
PF07721,1,1,2,1,10,2,2,3,5,Tetratricopeptide repeat
PF07722,2,14,21,2,20,2,6,10,8,Peptidase C26
PF07724,13,29,33,13,46,13,17,25,25,AAA domain (Cdc48 subfamily)
PF07726,1,13,6,2,10,1,2,2,6,ATPase family associated with various cellular activities (AAA)
PF07728,17,58,72,17,124,18,32,52,39,AAA domain (dynein-related subfamily)
PF07729,0,28,31,0,36,0,5,13,10,FCD domain
PF07730,0,27,28,0,6,0,0,0,17,Histidine kinase
PF07731,5,5,9,6,6,5,4,5,6,Multicopper oxidase
PF07732,5,6,8,6,6,5,4,5,7,Multicopper oxidase
PF07733,0,9,10,0,16,0,3,5,5,Bacterial DNA polymerase III alpha NTPase domain
PF07736,0,2,2,0,0,0,0,0,2,Chorismate mutase type I
PF07738,2,2,1,1,1,1,1,1,1,Sad1 / UNC-like C-terminal 
PF07739,0,1,1,0,0,0,0,0,1,TipAS antibiotic-recognition domain
PF07741,1,1,1,1,1,1,1,1,1,Brf1-like TBP-binding domain
PF07743,1,1,0,1,1,1,1,1,0,HSCB C-terminal oligomerisation domain
PF07744,1,1,1,1,1,1,1,1,1,SPOC domain
PF07746,0,1,0,0,1,0,0,0,0,"Aromatic-ring-opening dioxygenase LigAB, LigA subunit"
PF07748,1,3,4,1,2,1,1,1,6,Glycosyl hydrolases family 38 C-terminal domain
PF07749,1,1,1,1,1,1,1,1,1,"Endoplasmic reticulum protein ERp29, C-terminal domain"
PF07750,0,0,3,0,8,0,1,2,0,GcrA cell cycle regulator
PF07751,0,0,0,0,1,0,0,0,0,Abi-like protein
PF07755,0,0,4,0,4,0,2,5,1,Domain of unknown function (DUF1611_C) P-loop domain
PF07757,1,1,1,1,1,1,1,1,1,Predicted AdoMet-dependent methyltransferase
PF07766,1,1,1,1,1,1,1,1,1,LETM1-like protein
PF07767,1,1,1,1,1,1,1,1,1,Nop53 (60S ribosomal biogenesis)
PF07774,1,1,1,1,1,1,1,1,1,"ER membrane protein complex subunit 1, C-terminal"
PF07779,1,1,1,1,1,1,1,1,1,10 TM Acyl Transferase domain found in Cas1p
PF07780,1,1,1,1,1,1,1,1,1,Spb1 C-terminal domain
PF07784,0,3,0,0,0,0,0,0,1,Protein of unknown function (DUF1622)
PF07786,0,1,2,0,2,0,0,0,1,Protein of unknown function (DUF1624)
PF07792,1,1,1,1,1,1,1,1,1,Docking domain of Afi1 for Arf3 in vesicle trafficking
PF07796,0,0,0,0,1,0,0,0,0,Protein of unknown function (DUF1638)
PF07798,2,2,2,2,2,2,2,2,3,Protein of unknown function (DUF1640)
PF07804,0,2,1,0,1,0,0,0,1,HipA-like C-terminal domain
PF07811,0,5,2,0,5,0,1,2,0,TadE-like protein
PF07812,0,0,0,0,1,0,1,0,0,TfuA-like protein
PF07813,0,0,0,0,2,0,0,0,0,LTXXQ motif family protein
PF07814,1,1,1,1,1,1,1,1,1,Wings apart-like protein regulation of heterochromatin
PF07817,1,1,1,1,1,1,1,1,1,GLE1-like protein
PF07818,1,1,1,1,1,1,1,1,1,HCNGP-like protein
PF07819,3,1,3,2,2,3,3,2,2,PGAP1-like protein
PF07831,0,3,3,0,0,0,0,0,1,Pyrimidine nucleoside phosphorylase C-terminal domain
PF07836,0,1,2,0,0,0,4,1,0,DmpG-like communication domain
PF07837,0,1,1,0,0,0,0,0,0,"Formiminotransferase domain, N-terminal subdomain"
PF07842,1,1,1,1,1,1,1,1,1,GC-rich sequence DNA-binding factor-like protein
PF07848,0,0,0,0,1,0,0,0,0,PaaX-like protein
PF07855,1,1,1,1,1,1,1,1,1,Autophagy-related protein 101
PF07858,0,2,0,0,0,0,0,1,1,"Limonene-1,2-epoxide hydrolase catalytic domain"
PF07859,15,25,34,10,47,11,22,27,21,alpha/beta hydrolase fold
PF07862,0,0,0,0,0,0,0,0,1,Nif11 domain
PF07876,0,3,2,1,0,0,0,2,1,Stress responsive A/B Barrel Domain
PF07879,0,0,2,0,6,0,1,4,0,PHB/PHA accumulation regulator DNA-binding domain
PF07881,0,1,1,0,0,0,0,0,0,"L-fucose isomerase, first N-terminal domain"
PF07883,4,29,52,4,82,3,10,26,22,Cupin domain
PF07884,0,3,2,0,0,0,1,0,3,Vitamin K epoxide reductase family
PF07885,2,7,8,1,11,2,4,5,8,Ion channel
PF07886,0,0,0,0,1,0,0,0,0,BA14K-like protein
PF07890,1,1,1,1,1,1,1,1,1,Rrp15p
PF07896,1,1,2,1,3,1,1,1,1,Protein of unknown function (DUF1674)
PF07904,1,1,1,1,1,1,1,1,1,Chromatin modification-related protein EAF7
PF07905,0,1,1,0,0,0,0,0,0,Purine catabolism regulatory protein-like family
PF07907,0,3,2,0,0,0,0,0,1,YibE/F-like protein
PF07910,1,1,1,1,1,1,1,1,1,Peptidase family C78
PF07915,2,2,2,2,2,2,2,2,2,Glucosidase II beta subunit-like protein
PF07916,0,0,2,0,1,0,1,0,0,"TraG-like protein, N-terminal region"
PF07919,1,1,1,1,1,1,1,1,1,"Gryzun, putative trafficking through Golgi"
PF07920,0,2,1,0,0,0,0,0,2,Protein of unknown function (DUF1684)
PF07923,1,1,1,1,1,1,1,1,1,N1221-like protein
PF07924,0,0,1,0,0,0,0,0,0,Nuclease A inhibitor-like protein
PF07926,1,1,1,1,1,1,1,1,1,TPR/MLP1/MLP2-like protein
PF07927,0,2,1,0,3,0,1,0,0,"HicA toxin of bacterial toxin-antitoxin, "
PF07928,1,1,1,1,1,1,1,1,1,Vps54-like protein
PF07929,1,1,1,2,4,0,2,2,3,Plasmid pRiA4b ORF-3-like protein
PF07931,0,2,0,0,1,0,0,0,0,Chloramphenicol phosphotransferase-like protein
PF07933,1,1,1,1,1,1,1,1,1,Protein of unknown function (DUF1681)
PF07934,1,1,1,1,1,1,1,1,1,"8-oxoguanine DNA glycosylase, N-terminal domain"
PF07938,1,3,1,1,1,1,1,3,1,Fungal fucose-specific lectin
PF07940,0,0,1,0,9,0,1,5,0,Heparinase II/III-like protein
PF07942,1,1,1,1,0,1,1,1,0,N2227-like protein
PF07943,0,1,1,0,7,0,1,2,0,"Penicillin-binding protein 5, C-terminal domain"
PF07944,1,2,3,1,1,0,0,1,3,"Beta-L-arabinofuranosidase, GH127"
PF07946,1,1,1,1,1,1,1,1,1,Protein of unknown function (DUF1682)
PF07955,1,1,1,1,1,1,1,1,1,Protein of unknown function (DUF1687) 
PF07956,1,1,1,1,1,1,1,1,1,Protein of Unknown function (DUF1690) 
PF07958,1,1,2,1,5,1,1,1,1,Protein of unknown function (DUF1688)
PF07960,1,1,1,1,1,1,1,1,1,CBP4
PF07961,0,0,0,0,0,0,0,0,1,MBA1-like protein
PF07962,1,1,1,1,1,1,1,1,1,Replication Fork Protection Component Swi3
PF07963,0,1,7,0,10,0,2,5,2,Prokaryotic N-terminal methylation motif
PF07967,1,1,1,1,1,1,1,1,1,C3HC zinc finger-like 
PF07969,0,5,13,0,21,0,4,6,9,Amidohydrolase family
PF07970,2,2,2,2,2,2,2,2,2,Endoplasmic reticulum vesicle transporter 
PF07971,0,5,0,0,3,0,0,0,0,Glycosyl hydrolase family 92
PF07972,0,2,0,0,0,0,0,0,0,NrdI Flavodoxin like 
PF07973,2,7,13,2,20,2,4,9,8,Threonyl and Alanyl tRNA synthetase second additional domain
PF07975,1,1,1,1,1,1,1,1,1,TFIIH C1-like domain
PF07976,3,5,4,5,4,2,4,6,5,"Phenol hydroxylase, C-terminal dimerisation domain "
PF07977,0,0,2,0,10,0,1,4,1,FabA-like domain
PF07978,1,1,3,1,11,1,1,1,1,NIPSNAP 
PF07980,0,0,0,0,1,0,0,0,0,SusD family
PF07983,1,1,1,1,1,1,1,1,1,X8 domain
PF07985,3,3,4,3,3,2,3,4,3,SRR1
PF07986,1,1,0,1,1,1,0,0,0,Tubulin binding cofactor C
PF07987,0,3,2,0,1,0,0,1,2,Domain of unkown function (DUF1775)
PF07989,3,3,3,3,3,3,3,3,3,Centrosomin N-terminal motif 1
PF07991,1,5,7,1,10,1,2,7,5,"Acetohydroxy acid isomeroreductase, NADPH-binding domain"
PF07992,19,83,104,21,145,19,35,48,56,Pyridine nucleotide-disulphide oxidoreductase
PF07993,17,30,34,16,24,14,16,23,24,Male sterility protein
PF07994,1,1,4,1,7,1,2,4,1,Myo-inositol-1-phosphate synthase
PF07995,0,14,14,0,27,0,5,6,7,Glucose / Sorbosone dehydrogenase
PF07996,0,0,2,0,9,0,1,0,0,Type IV secretion system proteins
PF08000,0,0,1,0,1,0,0,1,0,Bacterial PH domain
PF08002,0,3,1,0,1,0,0,1,0,Protein of unknown function (DUF1697)
PF08003,0,0,0,0,0,0,1,1,0,Protein of unknown function (DUF1698)
PF08007,0,1,2,0,4,0,0,3,1,Cupin superfamily protein
PF08009,0,0,2,0,3,0,1,4,0,CDP-alcohol phosphatidyltransferase 2
PF08013,0,0,2,0,1,0,0,0,1,Tagatose 6 phosphate kinase
PF08021,0,3,1,0,0,0,0,0,1,Siderophore-interacting FAD-binding domain
PF08022,9,7,7,7,7,8,7,7,7,FAD-binding domain
PF08028,4,16,34,4,58,4,12,23,9,"Acyl-CoA dehydrogenase, C-terminal domain"
PF08029,1,3,3,1,2,1,1,2,3,"HisG, C-terminal domain"
PF08030,9,9,8,9,9,9,10,9,9,Ferric reductase NAD binding domain
PF08031,12,13,14,13,17,7,9,11,12,Berberine and berberine like 
PF08032,0,8,6,1,7,1,3,5,6,RNA 2'-O ribose methyltransferase substrate binding
PF08033,3,3,3,3,3,3,3,3,3,Sec23/Sec24 beta-sandwich domain
PF08042,0,0,0,0,3,0,0,0,0,PqqA family
PF08044,0,10,4,0,0,0,0,0,0,Domain of unknown function (DUF1707)
PF08045,1,1,1,1,1,1,1,1,1,"Cell division control protein 14, SIN component"
PF08058,1,1,1,1,1,1,1,1,0,Nuclear pore complex component
PF08059,1,1,1,1,1,1,1,1,1,SEP domain
PF08064,1,1,1,1,1,1,1,1,1,UME (NUC010) domain
PF08066,1,1,1,1,1,1,1,1,1,PMC2NT (NUC016) domain
PF08068,1,1,1,1,1,1,1,1,1,DKCLD (NUC011) domain
PF08069,1,1,1,1,1,1,1,1,1,Ribosomal S13/S15 N-terminal domain
PF08071,1,1,1,1,1,1,1,1,1,RS4NT (NUC023) domain
PF08079,1,1,1,1,1,1,1,1,1,Ribosomal L30 N-terminal domain
